director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Adam Robitel,Lin Shaye,Angus Sampson,Leigh Whannell,Horror Thriller,insidious: the last key,Lin Shaye Angus Sampson Leigh Whannell Adam Robitel Horror Thriller
Christopher Radcliff (director/screenplay); Lauren Wolkstein,Lauren Wolkstein (director); Alex Pettyfer,James Freedson-Jackson,Emily Althaus,Drama Mystery,the strange ones,Lauren Wolkstein (director); Alex Pettyfer James Freedson-Jackson Emily Althaus Christopher Radcliff (director/screenplay); Lauren Wolkstein Drama Mystery
Jaume Collet-Serra,Liam Neeson,Vera Farmiga,Patrick Wilson,Action Thriller Mystery,the commuter,Liam Neeson Vera Farmiga Patrick Wilson Jaume Collet-Serra Action Thriller Mystery
Babak Najafi,Taraji P. Henson,Jahi Di'Allo Winston,Billy Brown,Thriller Action Crime,proud mary,Taraji P. Henson Jahi Di'Allo Winston Billy Brown Babak Najafi Thriller Action Crime
Brett Donowho,Bruce Willis,Cole Hauser,Shawn Ashmore,Action Crime Thriller,acts of violence,Bruce Willis Cole Hauser Shawn Ashmore Brett Donowho Action Crime Thriller
Trudie Styler,Alex Lawther,Abigail Breslin,AnnaSophia Robb,Comedy Drama,freak show,Alex Lawther Abigail Breslin AnnaSophia Robb Trudie Styler Comedy Drama
Sam Hoffman,Jemaine Clement,Elliott Gould,Ingrid Michaelson,Documentary,humor me,Jemaine Clement Elliott Gould Ingrid Michaelson Sam Hoffman Documentary
Nicolai Fuglsig,Chris Hemsworth,Michael Shannon,Michael Peña,War Drama Action History,12 strong,Chris Hemsworth Michael Shannon Michael Peña Nicolai Fuglsig War Drama Action History
Christian Gudegast,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,Action Crime Thriller,den of thieves,Gerard Butler Pablo Schreiber O'Shea Jackson Jr. Christian Gudegast Action Crime Thriller
Bethany Ashton Wolf,Alex Roe,Jessica Rothe,John Benjamin Hickey,Romance Drama Music,forever my girl,Alex Roe Jessica Rothe John Benjamin Hickey Bethany Ashton Wolf Romance Drama Music
Jesse Keller,Carr Cavender,Molly Beucher,Connor Sullivan,Drama Thriller,thane of east county,Carr Cavender Molly Beucher Connor Sullivan Jesse Keller Drama Thriller
Wes Ball,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Science Fiction Action Adventure Thriller,maze runner: the death cure,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Wes Ball Science Fiction Action Adventure Thriller
Ben Lewin,Dakota Fanning,Toni Collette,Alice Eve,Comedy Drama,please stand by,Dakota Fanning Toni Collette Alice Eve Ben Lewin Comedy Drama
The Spierig Brothers,Helen Mirren,Jason Clarke,Sarah Snook,Horror Thriller,winchester,Helen Mirren Jason Clarke Sarah Snook The Spierig Brothers Horror Thriller
Sebastián Lelio,Daniela Vega,Francisco Reyes Morandé,unknown,Drama,a fantastic woman,Daniela Vega Francisco Reyes Morandé unknown Sebastián Lelio Drama
Mario Van Peebles,Mario Van Peebles,Ryan Guzman,Columbus Short,Action Thriller,armed,Mario Van Peebles Ryan Guzman Columbus Short Mario Van Peebles Action Thriller
Julius Onah,Gugu Mbatha-Raw,Elizabeth Debicki,Aksel Hennie,Horror Science Fiction Thriller,the cloverfield paradox,Gugu Mbatha-Raw Elizabeth Debicki Aksel Hennie Julius Onah Horror Science Fiction Thriller
Bryan Coyne,Brea Grant,Graham Skipper,Aly Fitzgerald,Comedy,bad apples,Brea Grant Graham Skipper Aly Fitzgerald Bryan Coyne Comedy
Will Gluck,Rose Byrne,Domhnall Gleeson,Sam Neill,Animation Adventure Family,peter rabbit,Rose Byrne Domhnall Gleeson Sam Neill Will Gluck Animation Adventure Family
R. Balki,Akshay Kumar,Radhika Apte,unknown,Comedy Drama,pad man,Akshay Kumar Radhika Apte unknown R. Balki Comedy Drama
James Foley,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama Romance,fifty shades freed,Dakota Johnson Jamie Dornan Eric Johnson James Foley Drama Romance
Clint Eastwood,Anthony Sadler,Alek Skarlatos,Spencer Stone,Drama Thriller,the 15:17 to paris,Anthony Sadler Alek Skarlatos Spencer Stone Clint Eastwood Drama Thriller
Brian Crano,Rebecca Hall,Dan Stevens,Gina Gershon,Comedy Romance Drama,permission,Rebecca Hall Dan Stevens Gina Gershon Brian Crano Comedy Romance Drama
Alex Ross Perry,Emily Browning,Adam Horowitz,Mary-Louise Parker,Drama,golden exits,Emily Browning Adam Horowitz Mary-Louise Parker Alex Ross Perry Drama
"Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis",Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Action Adventure Science Fiction,black panther,"Chadwick Boseman Michael B. Jordan Lupita Nyong'o Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis Action Adventure Science Fiction"
Mark Pellington,Jon Hamm,Catherine Keener,John Ortiz,Drama,nostalgia,Jon Hamm Catherine Keener John Ortiz Mark Pellington Drama
Bruce Macdonald,Taylor James,Jackson Rathbone,Billy Zane,Action Drama Adventure,samson,Taylor James Jackson Rathbone Billy Zane Bruce Macdonald Action Drama Adventure
"John Francis Daley, Jonathan Goldstein",Jason Bateman,Rachel McAdams,Billy Magnussen,Mystery Comedy Crime,game night,"Jason Bateman Rachel McAdams Billy Magnussen John Francis Daley, Jonathan Goldstein Mystery Comedy Crime"
Alex Garland,Natalie Portman,Jennifer Jason Leigh,Gina Rodriguez,Science Fiction Horror,annihilation,Natalie Portman Jennifer Jason Leigh Gina Rodriguez Alex Garland Science Fiction Horror
Michael Sucsy,Angourie Rice,Justice Smith,Debby Ryan,Romance Fantasy,every day,Angourie Rice Justice Smith Debby Ryan Michael Sucsy Romance Fantasy
David Freyne,Ellen Page,Sam Keeley,Tom Vaughan-Lawlor,Horror Drama Science Fiction,the cured,Ellen Page Sam Keeley Tom Vaughan-Lawlor David Freyne Horror Drama Science Fiction
Francis Lawrence,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Thriller Mystery,red sparrow,Jennifer Lawrence Joel Edgerton Matthias Schoenaerts Francis Lawrence Thriller Mystery
Eli Roth,Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Action Crime Thriller,death wish,Bruce Willis Vincent D'Onofrio Elisabeth Shue Eli Roth Action Crime Thriller
Shawn Christensen,Logan Lerman,Elle Fanning,Michelle Monaghan,Drama Mystery Romance,the vanishing of sidney hall,Logan Lerman Elle Fanning Michelle Monaghan Shawn Christensen Drama Mystery Romance
Usher Morgan,Elyse Price,Katie Vincent,Joel Bernard,Thriller Action Crime Drama Mystery,pickings,Elyse Price Katie Vincent Joel Bernard Usher Morgan Thriller Action Crime Drama Mystery
Ava DuVernay,Storm Reid,Oprah Winfrey,Reese Witherspoon,Adventure Science Fiction Family Fantasy,a wrinkle in time,Storm Reid Oprah Winfrey Reese Witherspoon Ava DuVernay Adventure Science Fiction Family Fantasy
Nash Edgerton,David Oyelowo,Charlize Theron,Joel Edgerton,Comedy Action Crime,gringo,David Oyelowo Charlize Theron Joel Edgerton Nash Edgerton Comedy Action Crime
Cory Finley,Olivia Cooke,Anya Taylor-Joy,Anton Yelchin,Drama Thriller,thoroughbreds,Olivia Cooke Anya Taylor-Joy Anton Yelchin Cory Finley Drama Thriller
Johannes Roberts,Christina Hendricks,Martin Henderson,Bailee Madison,Horror Thriller,the strangers: prey at night,Christina Hendricks Martin Henderson Bailee Madison Johannes Roberts Horror Thriller
Rob Cohen,Toby Kebbell,Maggie Grace,Ryan Kwanten,Action Adventure Crime Thriller,the hurricane heist,Toby Kebbell Maggie Grace Ryan Kwanten Rob Cohen Action Adventure Crime Thriller
Roar Uthaug,Alicia Vikander,Dominic West,Walton Goggins,Action Adventure Fantasy,tomb raider,Alicia Vikander Dominic West Walton Goggins Roar Uthaug Action Adventure Fantasy
Greg Berlanti,Nick Robinson,Josh Duhamel,Jennifer Garner,Comedy Drama Romance,"love, simon",Nick Robinson Josh Duhamel Jennifer Garner Greg Berlanti Comedy Drama Romance
Erwin brothers,J. Michael Finley,Madeline Carroll,Trace Adkins,Music Drama,i can only imagine,J. Michael Finley Madeline Carroll Trace Adkins Erwin brothers Music Drama
José Padilha,Rosamund Pike,Daniel Brühl,Eddie Marsan,Thriller Drama Crime,entebbe,Rosamund Pike Daniel Brühl Eddie Marsan José Padilha Thriller Drama Crime
Laurie Collyer,Tessa Thompson,Melissa Leo,Whoopi Goldberg,Comedy,furlough,Tessa Thompson Melissa Leo Whoopi Goldberg Laurie Collyer Comedy
Eric England,Sophie Turner,Dylan McDermott,Jack Kilmer,Thriller Drama,josie,Sophie Turner Dylan McDermott Jack Kilmer Eric England Thriller Drama
Max Winkler,Zoey Deutch,Kathryn Hahn,Tim Heidecker,Comedy Drama,flower,Zoey Deutch Kathryn Hahn Tim Heidecker Max Winkler Comedy Drama
Steven S. DeKnight,John Boyega,Scott Eastwood,Jing Tian,Action Fantasy Science Fiction Adventure,pacific rim uprising,John Boyega Scott Eastwood Jing Tian Steven S. DeKnight Action Fantasy Science Fiction Adventure
Wes Anderson,Bryan Cranston,Koyu Rankin,Edward Norton,Adventure Comedy Animation,isle of dogs,Bryan Cranston Koyu Rankin Edward Norton Wes Anderson Adventure Comedy Animation
John Stevenson,James McAvoy,Emily Blunt,Chiwetel Ejiofor,Animation Family Fantasy Comedy Adventure Mystery,sherlock gnomes,James McAvoy Emily Blunt Chiwetel Ejiofor John Stevenson Animation Family Fantasy Comedy Adventure Mystery
Steven Soderbergh,Claire Foy,Joshua Leonard,Jay Pharoah,Horror Thriller,unsane,Claire Foy Joshua Leonard Jay Pharoah Steven Soderbergh Horror Thriller
Andrew Hyatt,Jim Caviezel,Olivier Martinez,James Faulkner,Drama,"paul, apostle of christ",Jim Caviezel Olivier Martinez James Faulkner Andrew Hyatt Drama
Stanley Tucci,Geoffrey Rush,Armie Hammer,Clémence Poésy,History Drama,final portrait,Geoffrey Rush Armie Hammer Clémence Poésy Stanley Tucci History Drama
Scott Speer,Bella Thorne,Patrick Schwarzenegger,Rob Riggle,Family Adventure,midnight sun,Bella Thorne Patrick Schwarzenegger Rob Riggle Scott Speer Family Adventure
Steven Spielberg,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Adventure Action Science Fiction,ready player one,Tye Sheridan Olivia Cooke Ben Mendelsohn Steven Spielberg Adventure Action Science Fiction
Tyler Perry,Taraji P. Henson,Lyriq Bent,Crystle Stewart,Drama Thriller,acrimony,Taraji P. Henson Lyriq Bent Crystle Stewart Tyler Perry Drama Thriller
Michael Mason,David A. R. White,John Corbett,Shane Harper,Drama,god's not dead: a light in darkness,David A. R. White John Corbett Shane Harper Michael Mason Drama
Aaron Katz,Lola Kirke,Zoë Kravitz,Greta Lee,Mystery Crime Drama Thriller,gemini,Lola Kirke Zoë Kravitz Greta Lee Aaron Katz Mystery Crime Drama Thriller
Adam Rifkin,Burt Reynolds,Ariel Winter,Clark Duke,Drama,the last movie star,Burt Reynolds Ariel Winter Clark Duke Adam Rifkin Drama
John Krasinski,Emily Blunt,John Krasinski,Millicent Simmonds,Horror Drama Science Fiction,a quiet place,Emily Blunt John Krasinski Millicent Simmonds John Krasinski Horror Drama Science Fiction
Kay Cannon,Leslie Mann,Ike Barinholtz,John Cena,Comedy,blockers,Leslie Mann Ike Barinholtz John Cena Kay Cannon Comedy
Lynne Ramsay,Joaquin Phoenix,Judith Roberts,Ekaterina Samsonov,Crime Drama Thriller,you were never really here,Joaquin Phoenix Judith Roberts Ekaterina Samsonov Lynne Ramsay Crime Drama Thriller
John Curran,Jason Clarke,Kate Mara,Ed Helms,History Drama Thriller,chappaquiddick,Jason Clarke Kate Mara Ed Helms John Curran History Drama Thriller
Sean McNamara,Erin Moriarty,Helen Hunt,William Hurt,Drama,the miracle season,Erin Moriarty Helen Hunt William Hurt Sean McNamara Drama
Barry Levinson,Al Pacino,Riley Keough,Kathy Baker,Drama TV Movie,paterno,Al Pacino Riley Keough Kathy Baker Barry Levinson Drama TV Movie
Brad Anderson,Jon Hamm,Rosamund Pike,Dean Norris,Action Thriller Drama,beirut,Jon Hamm Rosamund Pike Dean Norris Brad Anderson Action Thriller Drama
Brad Peyton,Dwayne Johnson,Naomie Harris,Malin Åkerman,Action Adventure Science Fiction,rampage,Dwayne Johnson Naomie Harris Malin Åkerman Brad Peyton Action Adventure Science Fiction
Jeff Wadlow,Lucy Hale,Tyler Posey,Violett Beane,Thriller Horror,truth or dare,Lucy Hale Tyler Posey Violett Beane Jeff Wadlow Thriller Horror
Chloé Zhao,Brady Jandreau,Lilly Jandreau,Tim Jandreau,Drama Western,the rider,Brady Jandreau Lilly Jandreau Tim Jandreau Chloé Zhao Drama Western
Richard Lanni,Logan Lerman,Helena Bonham Carter,Gérard Depardieu,Animation Adventure Family History War,sgt. stubby: an american hero,Logan Lerman Helena Bonham Carter Gérard Depardieu Richard Lanni Animation Adventure Family History War
Emilio Insolera,Emilio Insolera,Carola Insolera,Ben Bahan,Science Fiction Adventure,sign gene,Emilio Insolera Carola Insolera Ben Bahan Emilio Insolera Science Fiction Adventure
"Abby Kohn, Marc Silverstein",Amy Schumer,Michelle Williams,Rory Scovel,Comedy Romance,i feel pretty,"Amy Schumer Michelle Williams Rory Scovel Abby Kohn, Marc Silverstein Comedy Romance"
Jay Chandrasekhar,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Comedy Crime Mystery,super troopers 2,Jay Chandrasekhar Kevin Heffernan Steve Lemme Jay Chandrasekhar Comedy Crime Mystery
Deon Taylor,Paula Patton,Omar Epps,Laz Alonso,Horror Thriller,traffik,Paula Patton Omar Epps Laz Alonso Deon Taylor Horror Thriller
Peter Livolsi,Ellen Burstyn,Nick Offerman,Asa Butterfield,Animation Comedy Family,the house of tomorrow,Ellen Burstyn Nick Offerman Asa Butterfield Peter Livolsi Animation Comedy Family
Russo brothers,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Adventure Action Science Fiction,avengers: infinity war,Robert Downey Jr. Chris Hemsworth Mark Ruffalo Russo brothers Adventure Action Science Fiction
Sebastián Lelio,Rachel Weisz,Rachel McAdams,Alessandro Nivola,Drama Romance,disobedience,Rachel Weisz Rachel McAdams Alessandro Nivola Sebastián Lelio Drama Romance
Per Fly,Theo James,Ben Kingsley,Belçim Bilgin,Thriller Drama History,backstabbing for beginners,Theo James Ben Kingsley Belçim Bilgin Per Fly Thriller Drama History
Deniz Gamze Ergüven,Halle Berry,Daniel Craig,unknown,Romance Drama Crime,kings,Halle Berry Daniel Craig unknown Deniz Gamze Ergüven Romance Drama Crime
Rob Greenberg,Eugenio Derbez,Anna Faris,Eva Longoria,Romance Comedy,overboard,Eugenio Derbez Anna Faris Eva Longoria Rob Greenberg Romance Comedy
Jason Reitman,Charlize Theron,Mackenzie Davis,Ron Livingston,Comedy Drama,tully,Charlize Theron Mackenzie Davis Ron Livingston Jason Reitman Comedy Drama
Dean Devlin,David Tennant,Robert Sheehan,Carlito Olivero,Thriller Crime Horror,bad samaritan,David Tennant Robert Sheehan Carlito Olivero Dean Devlin Thriller Crime Horror
Bobby Miller,Johnny Galecki,Anna Friel,Oliver Platt,Drama Comedy Fantasy Horror,the cleanse,Johnny Galecki Anna Friel Oliver Platt Bobby Miller Drama Comedy Fantasy Horror
Ben Falcone,Melissa McCarthy,Gillian Jacobs,Maya Rudolph,Comedy,life of the party,Melissa McCarthy Gillian Jacobs Maya Rudolph Ben Falcone Comedy
James McTeigue,Gabrielle Union,Billy Burke,Richard Cabral,Action Comedy,breaking in,Gabrielle Union Billy Burke Richard Cabral James McTeigue Action Comedy
Michael Mayer,Annette Bening,Saoirse Ronan,Corey Stoll,Drama Romance Comedy,the seagull,Annette Bening Saoirse Ronan Corey Stoll Michael Mayer Drama Romance Comedy
Vaughn Stein,Margot Robbie,Simon Pegg,Dexter Fletcher,Crime Drama Thriller,terminal,Margot Robbie Simon Pegg Dexter Fletcher Vaughn Stein Crime Drama Thriller
David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,Action Comedy Adventure,deadpool 2,Ryan Reynolds Josh Brolin Morena Baccarin David Leitch Action Comedy Adventure
Bill Holderman,Diane Keaton,Jane Fonda,Candice Bergen,Horror Thriller,book club,Diane Keaton Jane Fonda Candice Bergen Bill Holderman Horror Thriller
Paul Schrader,Ethan Hawke,Amanda Seyfried,Cedric the Entertainer,Drama,first reformed,Ethan Hawke Amanda Seyfried Cedric the Entertainer Paul Schrader Drama
Raja Gosnell,Will Arnett,Ludacris,Natasha Lyonne,Adventure Crime Family Comedy,show dogs,Will Arnett Ludacris Natasha Lyonne Raja Gosnell Adventure Crime Family Comedy
Ramin Bahrani,Michael B. Jordan,Michael Shannon,Sofia Boutella,Drama Science Fiction Thriller,fahrenheit 451,Michael B. Jordan Michael Shannon Sofia Boutella Ramin Bahrani Drama Science Fiction Thriller
Ron Howard,Alden Ehrenreich,Woody Harrelson,Emilia Clarke,Science Fiction Adventure Action,solo: a star wars story,Alden Ehrenreich Woody Harrelson Emilia Clarke Ron Howard Science Fiction Adventure Action
John Cameron Mitchell,Elle Fanning,Alex Sharp,Nicole Kidman,Comedy Music Romance Science Fiction,how to talk to girls at parties,Elle Fanning Alex Sharp Nicole Kidman John Cameron Mitchell Comedy Music Romance Science Fiction
Anthony Byrne,Natalie Dormer,Ed Skrein,Emily Ratajkowski,Drama War,in darkness,Natalie Dormer Ed Skrein Emily Ratajkowski Anthony Byrne Drama War
James Franco,James Franco,Suki Waterhouse,Jeffrey Wahlberg,Science Fiction,future world,James Franco Suki Waterhouse Jeffrey Wahlberg James Franco Science Fiction
Jennifer Fox,Laura Dern,Ellen Burstyn,Jason Ritter,Drama Mystery,the tale,Laura Dern Ellen Burstyn Jason Ritter Jennifer Fox Drama Mystery
Tim Kirkby,Johnny Knoxville,Chris Pontius,unknown,Comedy,action point,Johnny Knoxville Chris Pontius unknown Tim Kirkby Comedy
Baltasar Kormákur,Shailene Woodley,Sam Claflin,unknown,Thriller Romance Adventure,adrift,Shailene Woodley Sam Claflin unknown Baltasar Kormákur Thriller Romance Adventure
Leigh Whannell,Logan Marshall-Green,Betty Gabriel,Harrison Gilbertson,Action Thriller Science Fiction,upgrade,Logan Marshall-Green Betty Gabriel Harrison Gilbertson Leigh Whannell Action Thriller Science Fiction
Bart Layton,Evan Peters,Barry Keoghan,Blake Jenner,Drama Crime Documentary,american animals,Evan Peters Barry Keoghan Blake Jenner Bart Layton Drama Crime Documentary
Theresa Bennett,Noël Wells,Josh Radnor,Aya Cash,Comedy Romance,social animals,Noël Wells Josh Radnor Aya Cash Theresa Bennett Comedy Romance
Gary Ross,Sandra Bullock,Cate Blanchett,Anne Hathaway,Crime Comedy Action,ocean's 8,Sandra Bullock Cate Blanchett Anne Hathaway Gary Ross Crime Comedy Action
Morgan Neville,Morgan Neville (director); Fred Rogers,François Clemmons,Yo-Yo Ma,Documentary,won't you be my neighbor?,Morgan Neville (director); Fred Rogers François Clemmons Yo-Yo Ma Morgan Neville Documentary
Ari Aster,Toni Collette,Alex Wolff,Milly Shapiro,Horror Mystery Thriller,hereditary,Toni Collette Alex Wolff Milly Shapiro Ari Aster Horror Mystery Thriller
Drew Pearce,Jodie Foster,Sterling K. Brown,Sofia Boutella,Thriller Science Fiction Action,hotel artemis,Jodie Foster Sterling K. Brown Sofia Boutella Drew Pearce Thriller Science Fiction Action
Director X,Trevor Jackson,Jason Mitchell,Michael K. Williams,Action Crime,superfly,Trevor Jackson Jason Mitchell Michael K. Williams Director X Action Crime
Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,Action Adventure Animation Family,incredibles 2,Craig T. Nelson Holly Hunter Sarah Vowell Brad Bird Action Adventure Animation Family
Jeff Tomsic,Ed Helms,Jake Johnson,Annabelle Wallis,Comedy Action,tag,Ed Helms Jake Johnson Annabelle Wallis Jeff Tomsic Comedy Action
Kevin Connolly,John Travolta,Spencer Lofranco,Pruitt Taylor Vince,Crime Drama History Thriller,gotti,John Travolta Spencer Lofranco Pruitt Taylor Vince Kevin Connolly Crime Drama History Thriller
J. A. Bayona,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Action Adventure Science Fiction Thriller,jurassic world: fallen kingdom,Chris Pratt Bryce Dallas Howard Rafe Spall J. A. Bayona Action Adventure Science Fiction Thriller
Shana Feste,Vera Farmiga,Christopher Plummer,Lewis MacDougall,Comedy Drama,boundaries,Vera Farmiga Christopher Plummer Lewis MacDougall Shana Feste Comedy Drama
"David Zellner, Nathan Zellner (directors/screenplay); Robert Pattinson, Mia Wasikowska",Robert Pattinson,Mia Wasikowska,unknown,Fantasy Action Adventure,damsel,"Robert Pattinson Mia Wasikowska unknown David Zellner, Nathan Zellner (directors/screenplay); Robert Pattinson, Mia Wasikowska Fantasy Action Adventure"
Mike P. Nelson,Tyler Hoechlin,Kate Bosworth,Lance Reddick,Thriller Horror,the domestics,Tyler Hoechlin Kate Bosworth Lance Reddick Mike P. Nelson Thriller Horror
Stefano Sollima,Benicio del Toro,Josh Brolin,Isabela Merced,Action Crime Thriller,sicario: day of the soldado,Benicio del Toro Josh Brolin Isabela Merced Stefano Sollima Action Crime Thriller
Debra Granik,Ben Foster,Thomasin McKenzie,Jeff Kober,Drama,leave no trace,Ben Foster Thomasin McKenzie Jeff Kober Debra Granik Drama
Matt Sivertson,Caroline Amiguet,Sara Wolfkind,Michael Christopher Shantz,Drama,love all you have left,Caroline Amiguet Sara Wolfkind Michael Christopher Shantz Matt Sivertson Drama
Charles Stone III,Kyrie Irving,Lil Rel Howery,Shaquille O'Neal,Comedy,uncle drew,Kyrie Irving Lil Rel Howery Shaquille O'Neal Charles Stone III Comedy
Susanna White,Jessica Chastain,Michael Greyeyes,Chaske Spencer,Drama History Western,woman walks ahead,Jessica Chastain Michael Greyeyes Chaske Spencer Susanna White Drama History Western
Richie Moore,Russell Geoffrey Banks,Sara Malakul Lane,Margaret Roche,Horror TV Movie,who's watching oliver,Russell Geoffrey Banks Sara Malakul Lane Margaret Roche Richie Moore Horror TV Movie
Gerard McMurray,Y'lan Noel,Lex Scott Davis,Joivan Wade,Horror Action Thriller,the first purge,Y'lan Noel Lex Scott Davis Joivan Wade Gerard McMurray Horror Action Thriller
Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Peña,Action Adventure Science Fiction,ant-man and the wasp,Paul Rudd Evangeline Lilly Michael Peña Peyton Reed Action Adventure Science Fiction
Boots Riley,LaKeith Stanfield,Tessa Thompson,Jermaine Fowler,Fantasy Science Fiction Comedy,sorry to bother you,LaKeith Stanfield Tessa Thompson Jermaine Fowler Boots Riley Fantasy Science Fiction Comedy
Kevin Macdonald,Whitney Houston,unknown,unknown,Music Documentary,whitney,Whitney Houston unknown unknown Kevin Macdonald Music Documentary
"Genndy Tartakovsky (director/screenplay[119]); Michael McCullers (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Kathryn Hahn, Jim Gaffigan, Mel Brooks",Adam Sandler,Andy Samberg,Selena Gomez,Animation Comedy Family Fantasy,hotel transylvania 3: summer vacation,"Adam Sandler Andy Samberg Selena Gomez Genndy Tartakovsky (director/screenplay[119]); Michael McCullers (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Kathryn Hahn, Jim Gaffigan, Mel Brooks Animation Comedy Family Fantasy"
Rawson Marshall Thurber,Dwayne Johnson,Neve Campbell,Chin Han,Action Thriller Adventure,skyscraper,Dwayne Johnson Neve Campbell Chin Han Rawson Marshall Thurber Action Thriller Adventure
Bo Burnham,Elsie Fisher,Josh Hamilton,Emily Robinson,Comedy Drama,eighth grade,Elsie Fisher Josh Hamilton Emily Robinson Bo Burnham Comedy Drama
Gus Van Sant,Joaquin Phoenix,Jonah Hill,Rooney Mara,Comedy Drama,"don't worry, he won't get far on foot",Joaquin Phoenix Jonah Hill Rooney Mara Gus Van Sant Comedy Drama
Rob Reiner,Woody Harrelson,James Marsden,Rob Reiner,History Drama Thriller,shock and awe,Woody Harrelson James Marsden Rob Reiner Rob Reiner History Drama Thriller
Ol Parker,Christine Baranski,Pierce Brosnan,Dominic Cooper,Comedy Romance,mamma mia! here we go again,Christine Baranski Pierce Brosnan Dominic Cooper Ol Parker Comedy Romance
Antoine Fuqua,Denzel Washington,Pedro Pascal,Ashton Sanders,Action Thriller Crime,the equalizer 2,Denzel Washington Pedro Pascal Ashton Sanders Antoine Fuqua Action Thriller Crime
Carlos López Estrada,Daveed Diggs,Rafael Casal,Janina Gavankar,Comedy Crime Drama,blindspotting,Daveed Diggs Rafael Casal Janina Gavankar Carlos López Estrada Comedy Crime Drama
Stephen Susco,Colin Woodell,Rebecca Rittenhouse,Betty Gabriel,Horror Thriller Mystery,unfriended: dark web,Colin Woodell Rebecca Rittenhouse Betty Gabriel Stephen Susco Horror Thriller Mystery
Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,Action Adventure,mission: impossible – fallout,Tom Cruise Henry Cavill Ving Rhames Christopher McQuarrie Action Adventure
Peter Rida Michail,Greg Cipes,Scott Menville,Khary Payton,Animation Action Comedy Science Fiction,teen titans go! to the movies,Greg Cipes Scott Menville Khary Payton Peter Rida Michail Animation Action Comedy Science Fiction
Elijah Bynum,Timothée Chalamet,Maika Monroe,Alex Roe,Drama Crime,hot summer nights,Timothée Chalamet Maika Monroe Alex Roe Elijah Bynum Drama Crime
Marc Turtletaub,Kelly Macdonald,Irrfan Khan,David Denman,Drama,puzzle,Kelly Macdonald Irrfan Khan David Denman Marc Turtletaub Drama
Ben Young,Michael Peña,Lizzy Caplan,Mike Colter,Action Adventure Drama Horror Science Fiction Thriller,extinction,Michael Peña Lizzy Caplan Mike Colter Ben Young Action Adventure Drama Horror Science Fiction Thriller
Marc Forster,Ewan McGregor,Hayley Atwell,Jim Cummings,Adventure Comedy Family Fantasy,christopher robin,Ewan McGregor Hayley Atwell Jim Cummings Marc Forster Adventure Comedy Family Fantasy
Jennifer Yuh Nelson,Amandla Stenberg,Harris Dickinson,Mandy Moore,Action Adventure Drama,the darkest minds,Amandla Stenberg Harris Dickinson Mandy Moore Jennifer Yuh Nelson Action Adventure Drama
Susanna Fogel,Mila Kunis,Kate McKinnon,Justin Theroux,Comedy Action Adventure,the spy who dumped me,Mila Kunis Kate McKinnon Justin Theroux Susanna Fogel Comedy Action Adventure
Desiree Akhavan,Chloë Grace Moretz,John Gallagher Jr.,Sasha Lane,Drama,the miseducation of cameron post,Chloë Grace Moretz John Gallagher Jr. Sasha Lane Desiree Akhavan Drama
Augustine Frizzell,Maia Mitchell,Camila Morrone,unknown,Comedy,never goin' back,Maia Mitchell Camila Morrone unknown Augustine Frizzell Comedy
Ken Marino,Nina Dobrev,Vanessa Hudgens,Adam Pally,Romance Comedy,dog days,Nina Dobrev Vanessa Hudgens Adam Pally Ken Marino Romance Comedy
Jon Turteltaub,Jason Statham,Li Bingbing,Rainn Wilson,Action Science Fiction Horror,the meg,Jason Statham Li Bingbing Rainn Wilson Jon Turteltaub Action Science Fiction Horror
